"","country_region_code","country_region","sub_country","sub_region_1","sub_region_2","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"72521","GB","United Kingdom","Scotland","Highland Council","","GB-HLD",NA,2020-06-26,-59,-19,8,-47,-49,15
"72522","GB","United Kingdom","Scotland","Highland Council","","GB-HLD",NA,2020-06-27,-65,-19,-3,-51,-30,9
"72523","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-15,-19,-6,NA,-25,-5,NA
"72524","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-16,2,-1,NA,-18,-2,NA
"72525","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-17,-2,9,NA,6,2,0
"72526","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-18,-3,6,NA,9,2,0
"72527","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-19,-2,2,NA,5,1,1
"72528","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-20,0,3,NA,2,1,1
"72529","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-21,-13,4,NA,-10,-1,2
"72530","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-22,-6,3,NA,-16,1,NA
"72531","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-23,1,-2,NA,12,4,NA
"72532","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-24,-4,8,NA,3,1,1
"72533","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-25,3,8,NA,11,2,0
"72534","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-26,2,1,NA,7,2,1
"72535","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-27,3,4,NA,1,3,0
"72536","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-28,0,2,NA,7,0,1
"72537","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-02-29,4,2,NA,-3,4,NA
"72538","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-03-01,6,-2,NA,-5,6,NA
"72539","GB","United Kingdom","Scotland","Inverclyde","","GB-IVC",NA,2020-03-02,12,10,NA,14,2,0
